OrderID,CustomerID,City,Restaurant,Meal,Quantity,OrderValue,PaymentMethod,DeliveryTime(mins),OrderStatus,CustomerName,CustomerGender,CustomerAge,CustomerEmail,LoyaltyTier,CustomerSegment,RestaurantRating,RestaurantBranch,Unit Price,UnitPrice,PackagingType,Delivery Fee,DeliveryFee,DeliveryPersonID,DeliveryPersonRating,DeliveryVehicleType,ReviewComment,RepeatOrder,RefundStatus,SpecialRequest,OrderTime,DayOfWeek,Month,Month2,Year
3856,3617,Port Harcourt,Dominos Pizza,Yam & Egg Sauce,2,"?2,024.81",Wallet,78,Delivered,David Johnson,Male,48,david.johnson@hotmail.com,Platinum,Student,1,Mall,"?7,720.00",$7.72,Eco-friendly,?952.00,$4.76,1731,3,Car,Excellent meal,Yes,None,No,0:37:06,Tuesday,Aug,8,2022
3862,4970,Abuja,Kilimanjaro,Yam & Egg Sauce,1,"?12,306.00",Transfer,39,Delivered,Emmanuel George,Female,52,emmanuel.george@hotmail.com,Silver,Working Professional,2,Airport,"?14,670.00",$14.67,Reusable,?834.00,$4.17,1210,2,Car,Not satisfied,No,None,No,12:57:00,Saturday,May,5,2023
3878,5131,Port Harcourt,Kilimanjoro,Yam & Egg Sauce,3,"?13,005.36",Transfer,82,Delivered,John Johnson,Male,48,john.johnson@outlook.com,Silver,Business,3,Airport,"?3,850.00",$3.85,Box,?328.00,$1.64,1630,4,Scooter,Not satisfied,No,None,No,13:24:17,Friday,Jun,6,2023
3884,8542,Enugu,Mr Biggs,Yam & Egg Sauce,1,"?6,739.91",Transfer,74,Delivered,Grace Williams,Female,47,grace.williams@hotmail.com,Silver,Business,1,Mall,"?15,340.00",$15.34,Box,?242.00,$1.21,1679,5,Scooter,Average experience,Yes,Partial,Yes,20:35:35,Wednesday,Dec,12,2023
3895,6462,Abeokuta,The Place,Yam & Egg Sauce,3,"?6,910.53",Transfer,64,Failed,Sarah Adeyemi,Male,26,sarah.adeyemi@hotmail.com,Silver,Working Professional,5,Downtown,"?14,830.00",$14.83,Bag,?846.00,$4.23,1004,3,Car,Late delivery,No,Partial,No,23:36:17,Tuesday,May,5,2022
3904,9417,Port Harcourt,Chopnownow,Yam & Egg Sauce,4,"?11,719.82",Wallet,18,Delivered,David Brown,Male,18,david.brown@yahoo.com,Bronze,Family,3,Downtown,"?23,800.00",$23.80,Eco-friendly,"?1,392.00",$6.96,1719,1,Bike,Late delivery,No,Full,Yes,20:40:19,Wednesday,Mar,3,2023
3905,1776,Lagos,Dominos Pizza,Yam & Egg Sauce,3,"?5,918.18",Transfer,54,Delivered,Mary Williams,Female,43,mary.williams@hotmail.com,Platinum,Business,2,Mall,"?18,780.00",$18.78,Reusable,?956.00,$4.78,1395,1,Scooter,Average experience,No,None,Yes,16:13:15,Friday,Aug,8,2024
3907,1687,Enugu,Kilimanjaro,Yam & Egg Sauce,1,"?14,880.81",Transfer,59,Delivered,Daniel Adeyemi,Male,57,daniel.adeyemi@outlook.com,Platinum,Working Professional,3,Airport,"?23,530.00",$23.53,Reusable,?828.00,$4.14,1875,1,Car,Good service,No,None,No,11:31:35,Sunday,Nov,11,2024
3911,6518,Lagos,Coldstone,Yam & Egg Sauce,3,"?14,722.60",Wallet,50,Delivered,Mary Ali,Female,40,mary.ali@yahoo.com,Bronze,Family,3,Airport,"?6,680.00",$6.68,Eco-friendly,?730.00,$3.65,1619,2,Scooter,Late delivery,Yes,Partial,No,11:16:13,Thursday,May,5,2023
3928,1226,Asaba,Coldstone,Yam & Egg Sauce,1,"?2,123.56",Transfer,52,Delivered,Emmanuel Brown,Female,35,emmanuel.brown@gmail.com,Platinum,Family,4,Main,"?4,820.00",$4.82,Bag,?384.00,$1.92,1368,5,Car,Good service,Yes,None,No,3:15:12,Tuesday,Nov,11,2022
3935,3032,Port Harcourt,Mr Biggs,Yam & Egg Sauce,2,"?5,293.72",Cash,72,Delivered,Emmanuel Ali,Male,58,emmanuel.ali@outlook.com,Platinum,Working Professional,1,Downtown,"?3,600.00",$3.60,Reusable,?692.00,$3.46,1755,2,Car,Excellent meal,Yes,Partial,Yes,2:00:42,Monday,Apr,4,2022
3940,1269,Asaba,Sweet Sensation,Yam & Egg Sauce,3,"?4,335.25",Card,54,Delivered,David Ali,Male,60,david.ali@hotmail.com,Platinum,Family,1,Mall,"?22,650.00",$22.65,Box,?322.00,$1.61,1921,4,Bike,Not satisfied,Yes,None,No,13:22:18,Wednesday,Apr,4,2022
3948,2445,Benin City,Kilimanjoro,Yam & Egg Sauce,2,"?2,069.03",Transfer,62,Delivered,Grace George,Female,47,grace.george@outlook.com,Silver,Working Professional,4,Mall,"?22,200.00",$22.20,Eco-friendly,?612.00,$3.06,1916,3,Car,Average experience,No,Partial,No,2:33:29,Monday,Jan,1,2022
3966,1348,Uyo,Chopnownow,Yam & Egg Sauce,4,"?14,546.16",Cash,64,Delivered,Sophia Smith,Female,28,sophia.smith@hotmail.com,Silver,Working Professional,1,Main,"?23,720.00",$23.72,Box,"?1,156.00",$5.78,1133,1,Bike,Not satisfied,No,Full,Yes,6:53:32,Monday,Jul,7,2022
3973,5478,Ibadan,Chopnownow,Yam & Egg Sauce,3,"?4,527.21",Cash,38,Pending,John Taylor,Female,43,john.taylor@gmail.com,Bronze,Student,1,Main,"?23,700.00",$23.70,Reusable,?662.00,$3.31,1111,1,Bike,Late delivery,No,Partial,Yes,20:50:50,Saturday,Sep,9,2023
4008,2117,Port Harcourt,Kilimanjaro,Yam & Egg Sauce,1,"?3,847.37",Transfer,44,Delivered,Mary Smith,Male,59,mary.smith@yahoo.com,Silver,Family,5,Downtown,"?10,300.00",$10.30,Eco-friendly,?430.00,$2.15,1078,3,Bike,Good service,No,Partial,No,20:40:18,Thursday,Nov,11,2023
4016,7622,Benin City,Mr Biggs,Yam & Egg Sauce,1,"?9,747.06",Card,15,Delivered,David Brown,Male,35,david.brown@gmail.com,Silver,Business,4,Mall,"?6,920.00",$6.92,Box,?322.00,$1.61,1988,1,Bike,Average experience,No,None,Yes,10:03:35,Thursday,Feb,2,2023
4024,4791,Port Harcourt,Chopnownow,Yam & Egg Sauce,2,"?6,662.43",Transfer,79,Delivered,Daniel Williams,Female,54,daniel.williams@hotmail.com,Bronze,Student,3,Airport,"?17,270.00",$17.27,Eco-friendly,?424.00,$2.12,1159,1,Scooter,Not satisfied,Yes,None,No,0:57:18,Monday,Jul,7,2023
4035,8850,Benin City,Chopnownow,Yam & Egg Sauce,1,"?13,705.38",Wallet,62,Delivered,Sophia George,Male,42,sophia.george@gmail.com,Platinum,Business,5,Main,"?11,880.00",$11.88,Box,"?1,016.00",$5.08,1305,4,Bike,Good service,No,Partial,No,7:57:13,Tuesday,Oct,10,2024
4037,2504,Uyo,Kilimanjoro,Yam & Egg Sauce,3,"?2,951.60",Transfer,85,Delivered,Aisha Smith,Male,18,aisha.smith@gmail.com,Gold,Student,1,Airport,"?18,280.00",$18.28,Bag,?712.00,$3.56,1807,1,Bike,Average experience,Yes,Full,Yes,20:31:59,Wednesday,Jan,1,2023
4043,9684,Ibadan,Chopnownow,Yam & Egg Sauce,4,"?12,050.98",Transfer,45,Delivered,Aisha Ali,Female,34,aisha.ali@yahoo.com,Gold,Student,4,Main,"?14,880.00",$14.88,Box,?250.00,$1.25,1894,2,Bike,Average experience,No,Full,No,7:28:50,Sunday,Mar,3,2024
4067,6305,Abeokuta,Chopnownow,Yam & Egg Sauce,4,"?10,139.83",Card,12,Delivered,Daniel Ali,Male,44,daniel.ali@outlook.com,Gold,Student,1,Main,"?22,320.00",$22.32,Box,?498.00,$2.49,1817,5,Bike,Not satisfied,Yes,None,No,13:26:27,Tuesday,Nov,11,2022
4103,4672,Benin City,Coldstone,Yam & Egg Sauce,4,"?11,526.13",Card,71,Delivered,Sophia Bello,Female,36,sophia.bello@outlook.com,Platinum,Student,1,Downtown,"?19,930.00",$19.93,Bag,"?1,274.00",$6.37,1097,4,Scooter,Average experience,No,Partial,No,4:57:49,Wednesday,Jan,1,2024
4113,9185,Enugu,Mr Biggs,Yam & Egg Sauce,4,"?8,126.51",Cash,72,Delivered,Michael Bello,Female,20,michael.bello@gmail.com,Gold,Family,4,Mall,"?12,770.00",$12.77,Box,"?1,088.00",$5.44,1527,4,Bike,Not satisfied,No,Full,No,2:11:00,Sunday,May,5,2023
4125,9721,Benin City,Coldstone,Yam & Egg Sauce,4,"?5,056.75",Card,48,Delivered,Daniel Bello,Female,37,daniel.bello@gmail.com,Gold,Family,5,Airport,"?24,650.00",$24.65,Reusable,?892.00,$4.46,1227,5,Scooter,Not satisfied,No,None,No,10:10:50,Friday,Jun,6,2023
4183,6904,Lagos,Sweet Sensation,Yam & Egg Sauce,1,"?9,097.69",Card,77,Delivered,Daniel Ali,Female,49,daniel.ali@yahoo.com,Bronze,Family,2,Airport,"?23,140.00",$23.14,Eco-friendly,?438.00,$2.19,1187,2,Bike,Average experience,No,Partial,Yes,17:09:07,Friday,Apr,4,2022
4185,9848,Abuja,Kilimanjoro,Yam & Egg Sauce,4,"?2,914.05",Transfer,85,Delivered,Sophia Bello,Male,49,sophia.bello@yahoo.com,Gold,Business,5,Mall,"?3,400.00",$3.40,Box,?770.00,$3.85,1185,5,Car,Late delivery,No,Full,Yes,13:49:59,Thursday,Apr,4,2024
4192,8693,Lagos,Chicken Republic,Yam & Egg Sauce,4,"?3,731.25",Card,32,Delivered,Daniel Williams,Male,52,daniel.williams@yahoo.com,Silver,Family,4,Downtown,"?12,920.00",$12.92,Bag,?784.00,$3.92,1644,2,Scooter,Not satisfied,Yes,Full,No,5:54:33,Tuesday,Nov,11,2023
4201,8384,Uyo,Sweet Sensation,Yam & Egg Sauce,3,"?12,224.37",Transfer,61,Delivered,Mary George,Male,23,mary.george@outlook.com,Gold,Business,4,Airport,"?12,930.00",$12.93,Reusable,"?1,234.00",$6.17,1563,3,Scooter,Average experience,Yes,Partial,Yes,21:55:56,Friday,Oct,10,2023
4204,8982,Port Harcourt,Chopnownow,Yam & Egg Sauce,4,"?2,946.87",Cash,33,Delivered,John Brown,Female,49,john.brown@yahoo.com,Silver,Business,2,Airport,"?19,100.00",$19.10,Reusable,?912.00,$4.56,1430,4,Bike,Excellent meal,Yes,Partial,Yes,13:12:15,Sunday,Jun,6,2023
4233,1807,Benin City,Mr Biggs,Yam & Egg Sauce,1,"?11,591.90",Transfer,15,Delivered,Michael Brown,Male,29,michael.brown@outlook.com,Bronze,Student,3,Main,"?13,150.00",$13.15,Box,?248.00,$1.24,1825,2,Scooter,Good service,No,Full,Yes,20:11:32,Monday,Feb,2,2022
4240,5887,Port Harcourt,Chopnownow,Yam & Egg Sauce,1,"?11,039.50",Wallet,61,Delivered,Michael Bello,Female,25,michael.bello@outlook.com,Silver,Family,1,Mall,"?3,560.00",$3.56,Box,"?1,126.00",$5.63,1131,2,Scooter,Late delivery,Yes,None,Yes,0:32:07,Tuesday,Oct,10,2022
4241,4854,Abeokuta,Dominos Pizza,Yam & Egg Sauce,3,"?10,007.50",Wallet,26,Delivered,Mary Adeyemi,Male,33,mary.adeyemi@yahoo.com,Silver,Family,2,Downtown,"?14,020.00",$14.02,Box,"?1,340.00",$6.70,1351,3,Scooter,Excellent meal,No,Full,Yes,4:16:19,Wednesday,Dec,12,2022
4248,5198,Ibadan,The Place,Yam & Egg Sauce,3,"?11,311.06",Card,13,Delivered,Sophia Adeyemi,Female,41,sophia.adeyemi@yahoo.com,Bronze,Family,4,Airport,"?13,130.00",$13.13,Bag,"?1,162.00",$5.81,1750,4,Car,Not satisfied,Yes,Full,Yes,22:30:35,Friday,Mar,3,2024
4250,6244,Benin City,Sweet Sensation,Yam & Egg Sauce,2,"?3,794.14",Wallet,13,Delivered,David Ali,Female,34,david.ali@hotmail.com,Platinum,Working Professional,5,Downtown,"?14,130.00",$14.13,Eco-friendly,?202.00,$1.01,1948,4,Scooter,Good service,No,Full,Yes,22:25:21,Tuesday,Oct,10,2024
4265,3541,Lagos,Kilimanjoro,Yam & Egg Sauce,3,"?12,637.39",Cash,87,Delivered,Grace Brown,Male,23,grace.brown@hotmail.com,Silver,Business,5,Main,"?13,010.00",$13.01,Eco-friendly,?462.00,$2.31,1414,2,Bike,Late delivery,Yes,Partial,No,13:52:50,Tuesday,Jan,1,2023
4276,5552,Abuja,Chicken Republic,Yam & Egg Sauce,1,"?3,968.35",Transfer,34,Delivered,John Okoro,Male,20,john.okoro@yahoo.com,Silver,Student,3,Main,"?8,420.00",$8.42,Box,?810.00,$4.05,1760,4,Car,Not satisfied,Yes,Full,No,20:12:48,Tuesday,Oct,10,2022
4291,3197,Uyo,Kilimanjoro,Yam & Egg Sauce,3,"?14,100.61",Cash,14,Delivered,Mary Smith,Male,41,mary.smith@hotmail.com,Platinum,Student,2,Main,"?24,720.00",$24.72,Box,?488.00,$2.44,1698,5,Scooter,Good service,Yes,Full,Yes,22:52:15,Monday,Apr,4,2024
4301,2106,Uyo,Kilimanjaro,Yam & Egg Sauce,2,"?2,019.51",Cash,27,Delivered,Daniel Okoro,Male,44,daniel.okoro@hotmail.com,Silver,Family,5,Airport,"?19,440.00",$19.44,Eco-friendly,"?1,026.00",$5.13,1303,4,Scooter,Not satisfied,Yes,None,No,23:58:40,Friday,May,5,2023
4310,2609,Enugu,Kilimanjoro,Yam & Egg Sauce,1,"?2,075.54",Transfer,47,Delivered,Michael Smith,Male,60,michael.smith@outlook.com,Bronze,Working Professional,5,Mall,"?5,610.00",$5.61,Bag,?564.00,$2.82,1642,3,Scooter,Late delivery,No,Partial,No,12:35:43,Thursday,Apr,4,2024
4328,9975,Uyo,Dominos Pizza,Yam & Egg Sauce,3,"?10,454.37",Cash,54,Delivered,Daniel Williams,Female,36,daniel.williams@gmail.com,Gold,Family,4,Mall,"?20,890.00",$20.89,Eco-friendly,?852.00,$4.26,1770,5,Car,Good service,No,Full,No,15:14:21,Sunday,Mar,3,2024
4330,6874,Uyo,Kilimanjaro,Yam & Egg Sauce,2,"?7,210.04",Wallet,13,Failed,Sophia Adeyemi,Female,33,sophia.adeyemi@outlook.com,Bronze,Business,5,Mall,"?23,280.00",$23.28,Eco-friendly,"?1,196.00",$5.98,1146,5,Scooter,Average experience,Yes,Partial,Yes,21:28:27,Monday,Feb,2,2022
4332,2012,Lagos,Mr Biggs,Yam & Egg Sauce,2,"?7,840.72",Cash,85,Cancelled,Mary Taylor,Male,42,mary.taylor@hotmail.com,Platinum,Student,1,Downtown,"?17,130.00",$17.13,Eco-friendly,?990.00,$4.95,1653,5,Car,Late delivery,No,Full,Yes,13:58:34,Tuesday,Feb,2,2022
4341,1075,Ibadan,Coldstone,Yam & Egg Sauce,1,"?3,456.69",Wallet,55,Delivered,John Smith,Male,29,john.smith@gmail.com,Gold,Family,4,Downtown,"?24,360.00",$24.36,Box,?362.00,$1.81,1748,3,Bike,Average experience,No,Full,Yes,21:12:30,Wednesday,May,5,2024
4346,3330,Ibadan,Dominos Pizza,Yam & Egg Sauce,1,"?3,739.03",Wallet,76,Delivered,Mary Brown,Male,21,mary.brown@outlook.com,Gold,Family,1,Main,"?4,440.00",$4.44,Box,"?1,290.00",$6.45,1738,2,Scooter,Excellent meal,Yes,None,No,18:57:39,Thursday,Dec,12,2024
4348,2902,Uyo,Chopnownow,Yam & Egg Sauce,4,"?10,618.14",Card,56,Delivered,Daniel Williams,Female,58,daniel.williams@hotmail.com,Gold,Working Professional,4,Main,"?11,120.00",$11.12,Eco-friendly,?680.00,$3.40,1237,4,Bike,Good service,Yes,None,No,15:08:14,Thursday,Nov,11,2022
4359,6956,Port Harcourt,Coldstone,Yam & Egg Sauce,2,"?14,650.35",Card,68,Delivered,Sophia Bello,Male,37,sophia.bello@outlook.com,Bronze,Family,3,Mall,"?21,590.00",$21.59,Reusable,?300.00,$1.50,1936,3,Car,Excellent meal,Yes,None,No,17:41:00,Sunday,Mar,3,2024
4376,8954,Uyo,Chicken Republic,Yam & Egg Sauce,1,"?4,056.41",Cash,47,Delivered,Emmanuel George,Female,46,emmanuel.george@gmail.com,Silver,Family,5,Main,"?6,740.00",$6.74,Reusable,?896.00,$4.48,1191,5,Bike,Excellent meal,No,Full,No,11:12:51,Saturday,Aug,8,2023
4426,7337,Uyo,The Place,Yam & Egg Sauce,3,"?7,367.90",Wallet,33,Delivered,Emmanuel Adeyemi,Male,36,emmanuel.adeyemi@yahoo.com,Platinum,Working Professional,2,Main,"?6,100.00",$6.10,Reusable,?594.00,$2.97,1850,3,Car,Good service,No,Partial,Yes,7:45:06,Sunday,Apr,4,2023
4439,9532,Asaba,Chopnownow,Yam & Egg Sauce,2,"?2,285.31",Transfer,61,Delivered,Grace Johnson,Male,34,grace.johnson@hotmail.com,Platinum,Working Professional,4,Main,"?11,060.00",$11.06,Box,?632.00,$3.16,1619,3,Scooter,Not satisfied,No,Partial,No,17:45:41,Sunday,Nov,11,2022
4440,4398,Abuja,Kilimanjaro,Yam & Egg Sauce,4,"?2,146.31",Transfer,25,Delivered,David Ali,Female,19,david.ali@yahoo.com,Gold,Student,3,Downtown,"?17,860.00",$17.86,Eco-friendly,"?1,112.00",$5.56,1886,5,Car,Late delivery,No,Partial,Yes,2:56:24,Friday,Nov,11,2024
4444,2371,Ibadan,Sweet Sensation,Yam & Egg Sauce,3,"?14,262.18",Wallet,68,Delivered,John Bello,Female,28,john.bello@yahoo.com,Platinum,Family,4,Airport,"?4,570.00",$4.57,Bag,?450.00,$2.25,1137,4,Scooter,Excellent meal,Yes,None,No,23:31:26,Friday,Dec,12,2022
4452,7553,Lagos,Chicken Republic,Yam & Egg Sauce,1,"?9,200.75",Wallet,71,Delivered,Mary Smith,Male,23,mary.smith@yahoo.com,Silver,Business,5,Main,"?21,110.00",$21.11,Reusable,?910.00,$4.55,1220,5,Bike,Not satisfied,No,None,No,22:51:53,Wednesday,Nov,11,2022
4463,8984,Benin City,Mr Biggs,Yam & Egg Sauce,3,"?4,438.75",Card,68,Delivered,Sarah Taylor,Female,48,sarah.taylor@gmail.com,Gold,Family,2,Downtown,"?23,950.00",$23.95,Bag,?220.00,$1.10,1446,5,Car,Excellent meal,Yes,None,Yes,0:00:56,Tuesday,Mar,3,2022
4469,1297,Abeokuta,The Place,Yam & Egg Sauce,4,"?4,491.38",Card,68,Delivered,Aisha Adeyemi,Female,18,aisha.adeyemi@outlook.com,Gold,Family,4,Main,"?21,310.00",$21.31,Box,?760.00,$3.80,1296,5,Bike,Average experience,Yes,Full,Yes,3:48:57,Friday,Jan,1,2024
4513,3776,Abeokuta,Kilimanjaro,Yam & Egg Sauce,3,"?11,333.07",Transfer,50,Delivered,John George,Female,52,john.george@yahoo.com,Platinum,Business,1,Mall,"?23,610.00",$23.61,Reusable,?512.00,$2.56,1676,2,Car,Not satisfied,No,Partial,Yes,10:25:49,Friday,Oct,10,2022
4523,3014,Asaba,Kilimanjaro,Yam & Egg Sauce,4,"?6,471.04",Transfer,35,Delivered,Michael Adeyemi,Male,45,michael.adeyemi@gmail.com,Silver,Working Professional,5,Airport,"?7,530.00",$7.53,Eco-friendly,"?1,214.00",$6.07,1994,3,Car,Not satisfied,Yes,Full,No,15:52:02,Sunday,Aug,8,2022
4531,9872,Port Harcourt,Mr Biggs,Yam & Egg Sauce,3,"?8,890.65",Wallet,29,Delivered,Sarah Smith,Female,59,sarah.smith@gmail.com,Platinum,Student,4,Main,"?12,030.00",$12.03,Box,?304.00,$1.52,1743,3,Car,Good service,Yes,None,No,11:52:18,Monday,Jul,7,2023
4532,7638,Asaba,Coldstone,Yam & Egg Sauce,3,"?13,194.98",Card,59,Cancelled,Michael Brown,Female,56,michael.brown@outlook.com,Silver,Student,2,Main,"?7,870.00",$7.87,Reusable,"?1,354.00",$6.77,1599,1,Car,Late delivery,No,Full,Yes,1:19:15,Saturday,Dec,12,2023
4549,6229,Ibadan,Coldstone,Yam & Egg Sauce,1,"?6,382.49",Transfer,54,Delivered,Sarah Taylor,Male,35,sarah.taylor@yahoo.com,Platinum,Family,1,Main,"?4,950.00",$4.95,Eco-friendly,?986.00,$4.93,1365,5,Car,Average experience,No,Full,No,15:08:10,Friday,Mar,3,2023
4554,8891,Benin City,Kilimanjaro,Yam & Egg Sauce,3,"?5,715.16",Transfer,58,Delivered,Sarah Adeyemi,Male,54,sarah.adeyemi@gmail.com,Platinum,Family,3,Downtown,"?10,670.00",$10.67,Box,?740.00,$3.70,1559,5,Car,Late delivery,No,Partial,No,3:34:53,Friday,Sep,9,2024
4563,8754,Lagos,Kilimanjoro,Yam & Egg Sauce,2,"?7,004.76",Cash,84,Delivered,David Ali,Female,46,david.ali@outlook.com,Bronze,Student,1,Mall,"?19,500.00",$19.50,Eco-friendly,"?1,098.00",$5.49,1906,1,Bike,Late delivery,Yes,Full,Yes,20:33:46,Wednesday,Sep,9,2022
4572,4966,Enugu,The Place,Yam & Egg Sauce,3,"?8,026.00",Transfer,30,Delivered,David Smith,Female,29,david.smith@yahoo.com,Silver,Family,4,Downtown,"?13,180.00",$13.18,Box,"?1,090.00",$5.45,1310,2,Bike,Late delivery,Yes,None,Yes,0:56:49,Monday,Dec,12,2024
4574,9320,Abeokuta,Kilimanjoro,Yam & Egg Sauce,3,"?12,502.60",Cash,44,Delivered,Sarah Johnson,Female,38,sarah.johnson@outlook.com,Bronze,Family,1,Main,"?17,940.00",$17.94,Eco-friendly,"?1,374.00",$6.87,1898,2,Car,Excellent meal,No,None,Yes,13:33:57,Saturday,Nov,11,2024
4615,7582,Uyo,The Place,Yam & Egg Sauce,1,"?12,413.92",Card,79,Delivered,Sophia Smith,Male,60,sophia.smith@yahoo.com,Gold,Working Professional,4,Airport,"?24,210.00",$24.21,Bag,?840.00,$4.20,1009,1,Car,Good service,No,Full,No,1:18:59,Friday,Mar,3,2022
4616,2802,Lagos,Chicken Republic,Yam & Egg Sauce,3,"?14,334.73",Wallet,82,Delivered,Michael Smith,Male,24,michael.smith@outlook.com,Bronze,Working Professional,2,Downtown,"?15,480.00",$15.48,Reusable,"?1,086.00",$5.43,1748,1,Bike,Average experience,No,Partial,Yes,23:52:10,Tuesday,Oct,10,2024
4624,2243,Abeokuta,Dominos Pizza,Yam & Egg Sauce,2,"?14,060.76",Wallet,82,Failed,Sarah Williams,Female,54,sarah.williams@gmail.com,Platinum,Student,2,Main,"?4,440.00",$4.44,Eco-friendly,"?1,330.00",$6.65,1057,3,Bike,Late delivery,Yes,None,No,5:50:50,Thursday,Jan,1,2022
4626,2466,Uyo,Coldstone,Yam & Egg Sauce,2,"?5,361.75",Wallet,49,Delivered,Sophia Williams,Female,50,sophia.williams@outlook.com,Silver,Family,5,Mall,"?7,630.00",$7.63,Box,"?1,324.00",$6.62,1202,1,Bike,Excellent meal,Yes,Partial,No,5:39:57,Thursday,May,5,2024
4639,1599,Abuja,Dominos Pizza,Yam & Egg Sauce,2,"?2,590.23",Wallet,42,Delivered,Grace Smith,Female,55,grace.smith@hotmail.com,Platinum,Family,2,Mall,"?5,480.00",$5.48,Bag,?294.00,$1.47,1049,2,Car,Late delivery,Yes,Full,No,6:38:53,Friday,Jun,6,2024
4644,5213,Abeokuta,Kilimanjaro,Yam & Egg Sauce,1,"?13,766.09",Wallet,47,Delivered,Mary Smith,Male,30,mary.smith@gmail.com,Bronze,Working Professional,4,Mall,"?5,380.00",$5.38,Box,?276.00,$1.38,1714,4,Car,Average experience,Yes,Full,Yes,9:55:36,Sunday,Mar,3,2024
4652,8707,Ibadan,Chopnownow,Yam & Egg Sauce,2,"?9,223.02",Wallet,20,Delivered,Sophia Taylor,Female,41,sophia.taylor@outlook.com,Platinum,Student,4,Airport,"?8,530.00",$8.53,Reusable,"?1,268.00",$6.34,1090,1,Bike,Good service,Yes,Partial,Yes,21:09:25,Saturday,Mar,3,2024
4659,4618,Enugu,Chopnownow,Yam & Egg Sauce,2,"?14,901.72",Transfer,15,Delivered,Emmanuel Smith,Female,57,emmanuel.smith@yahoo.com,Silver,Business,5,Main,"?11,390.00",$11.39,Eco-friendly,"?1,018.00",$5.09,1501,1,Bike,Not satisfied,No,Partial,No,8:38:53,Wednesday,Sep,9,2024
4697,6663,Uyo,The Place,Yam & Egg Sauce,3,"?12,469.00",Transfer,20,Delivered,Grace George,Male,19,grace.george@hotmail.com,Platinum,Family,3,Downtown,"?8,480.00",$8.48,Bag,?336.00,$1.68,1135,5,Bike,Not satisfied,Yes,Full,Yes,22:14:37,Friday,Dec,12,2023
4710,2301,Uyo,The Place,Yam & Egg Sauce,4,"?8,434.58",Transfer,23,Delivered,Sarah Bello,Female,36,sarah.bello@outlook.com,Gold,Business,3,Mall,"?16,470.00",$16.47,Eco-friendly,?768.00,$3.84,1619,5,Car,Average experience,Yes,Partial,No,8:58:43,Sunday,Jul,7,2024
4735,1861,Uyo,Coldstone,Yam & Egg Sauce,1,"?10,714.23",Card,11,Delivered,Aisha Williams,Male,47,aisha.williams@outlook.com,Platinum,Student,3,Airport,"?15,140.00",$15.14,Box,"?1,322.00",$6.61,1417,1,Scooter,Average experience,No,Full,No,7:35:59,Wednesday,Aug,8,2024
4740,1404,Abuja,Mr Biggs,Yam & Egg Sauce,4,"?8,559.08",Cash,47,Delivered,Sarah Ali,Female,40,sarah.ali@gmail.com,Silver,Family,3,Downtown,"?13,680.00",$13.68,Bag,"?1,036.00",$5.18,1877,5,Bike,Average experience,No,Partial,No,4:20:22,Wednesday,Jun,6,2024
4757,4243,Asaba,Chicken Republic,Yam & Egg Sauce,2,"?14,258.84",Card,51,Delivered,John Bello,Male,52,john.bello@gmail.com,Gold,Family,3,Downtown,"?16,430.00",$16.43,Box,?540.00,$2.70,1839,4,Scooter,Late delivery,Yes,Full,No,17:29:39,Sunday,Aug,8,2023
4784,3670,Abuja,The Place,Yam & Egg Sauce,2,"?3,495.76",Transfer,24,Delivered,David George,Female,44,david.george@gmail.com,Bronze,Business,5,Main,"?5,940.00",$5.94,Eco-friendly,?772.00,$3.86,1829,2,Scooter,Good service,No,Partial,Yes,10:16:22,Wednesday,Nov,11,2022
4788,7663,Enugu,Kilimanjoro,Yam & Egg Sauce,2,"?8,085.78",Transfer,89,Delivered,John Williams,Male,24,john.williams@yahoo.com,Platinum,Family,1,Downtown,"?3,620.00",$3.62,Box,"?1,346.00",$6.73,1744,4,Scooter,Average experience,Yes,Partial,Yes,1:06:04,Monday,Jan,1,2022
4793,1556,Abuja,Dominos Pizza,Yam & Egg Sauce,1,"?4,753.11",Wallet,80,Delivered,Emmanuel Brown,Male,55,emmanuel.brown@yahoo.com,Bronze,Student,2,Main,"?8,630.00",$8.63,Eco-friendly,?572.00,$2.86,1949,4,Car,Good service,No,Full,No,1:19:33,Thursday,Jun,6,2024
4801,7470,Abeokuta,Sweet Sensation,Yam & Egg Sauce,1,"?10,295.17",Transfer,66,Delivered,Aisha Smith,Male,43,aisha.smith@hotmail.com,Gold,Business,5,Mall,"?11,500.00",$11.50,Eco-friendly,"?1,006.00",$5.03,1563,3,Scooter,Excellent meal,Yes,Partial,No,9:16:08,Friday,Aug,8,2023
4804,4496,Port Harcourt,Dominos Pizza,Yam & Egg Sauce,1,"?9,835.22",Cash,24,Cancelled,Aisha Bello,Male,48,aisha.bello@gmail.com,Platinum,Student,1,Airport,"?16,350.00",$16.35,Bag,"?1,318.00",$6.59,1269,2,Scooter,Excellent meal,Yes,None,Yes,17:26:09,Tuesday,May,5,2022
4818,3936,Asaba,Kilimanjaro,Yam & Egg Sauce,4,"?7,666.89",Cash,84,Cancelled,Sophia Ali,Male,23,sophia.ali@gmail.com,Bronze,Family,5,Airport,"?23,020.00",$23.02,Box,?902.00,$4.51,1062,4,Car,Average experience,Yes,None,No,17:21:03,Thursday,May,5,2024
